,fips,objectid,id,acstotpop,acsipovbas,acseducbas,acstothh,acstothu,minorpop,minorpct,lowincome,lowincpct,lesshs,lesshspct,under5,under5pct,over64,over64pct,pre1960,pre1960pct,vuleopct,vuleo,dispeo,dslpm,cancer,resp,ptraf,pwdis,pnpl,prmp,ptsdf,ozone,pm25,state_name,region,arealand,areawater,npl_cnt,tsdf_cnt,shape_length,shape_area
1,37001,143210,3.7001E+11,1421.026549,1381.929204,956.0265487,566.8938053,617.2477876,503.2123894,0.366387843,549.8672566,0.417440188,138.3097345,0.161063368,82.71681416,0.055347973,232.8053097,0.177105184,149.3982301,0.269171244,0.391914015,535.9211859,32.59198339,0.316529769,34.59307725,0.457659195,NA,NA,0.018487268,0.466510754,1.087132712,43.45316145,8.29733703,NA,4,9705172.027,247718.3097,0,0.10619469,16632.47246,15255287.41
2,37003,143278.5,3.7003E+11,1546.625,1489.5,1113.583333,571.75,683.2916667,203.0833333,0.134805579,582.7916667,0.387996225,205.1666667,0.195211051,75.91666667,0.050132256,295.375,0.197835011,98.83333333,0.152045574,0.261400902,405.867102,-141.9492133,0.172803039,30.84474818,0.393857161,NA,NA,0.037912568,0.096924204,0.12815287,43.1674793,8.401688647,NA,4,28056590.42,393582.8333,0,0.041666667,32339.2704,43472594.39
3,37005,143296,3.7006E+11,997.5454545,986.3636364,749.3636364,431.4545455,741.8181818,129.5454545,0.12637604,481.3636364,0.488407578,175.0909091,0.233655622,40.09090909,0.040034843,254.7272727,0.256759825,111.3636364,0.145556853,0.307391809,308.8310395,-44.50068294,0.099379247,21.84324538,0.268012548,NA,NA,0.049249745,0.046548646,0.046578007,42.31874165,7.133256471,NA,4,55190999.55,337730.8182,0,0,47686.76617,86083790.28
4,37007,143311,3.70079E+11,1331.894737,1235.210526,952.2105263,500.8421053,610.2105263,737.7894737,0.559590096,581.5263158,0.472147596,185.3684211,0.191649841,62.94736842,0.047940652,228.5789474,0.18561929,162.5263158,0.277760107,0.515868846,670.7667409,199.0081265,0.179558906,35.18456743,0.491192612,NA,NA,0.045261657,0.055233944,0.23587285,42.0935753,7.856333397,NA,4,72446217.74,768590.1579,0,0.052631579,48568.0052,109294567.9
5,37009,143331.5,3.701E+11,1217.545455,1202.318182,919.6363636,536.5909091,802.2272727,90.27272727,0.077346154,455.0454545,0.387932741,144.8636364,0.161379699,53.36363636,0.042770976,292.1363636,0.244919356,138.4545455,0.180897468,0.232639447,276.5605289,-154.6954411,0.092948069,20.980614,0.257356723,NA,NA,0.070518297,0.026908277,0.224960005,42.85610342,6.934823785,NA,4,50040990.55,367869.3182,0.045454545,0.090909091,50378.34945,78033330.09
6,37011,143350.5,3.70119E+11,1093.8125,889.4375,820.25,411.6875,885.375,137.6875,0.095126215,402.4375,0.458028791,145.3125,0.158249902,40.1875,0.037191683,231.25,0.24143489,132.4375,0.200441886,0.276577503,300.31922,-87.11039829,0.090340485,20.49581624,0.244119345,NA,NA,0.01639408,0.028834228,0.050771,42.75757173,6.909697599,NA,4,40037633.25,27830.3125,0,0,45198.04998,61461012.28
7,37013,143376,3.70139E+11,1349.8,1334.885714,963.2,552.1428571,740.8571429,461.4,0.385115949,572,0.467653519,119.6571429,0.131875701,65.48571429,0.047842385,308.8,0.233814244,140.5142857,0.216916636,0.426384734,519.7859405,41.68526169,0.155657769,26.63451284,0.359977143,NA,NA,0.156930039,0.217074993,0.277016011,39.17017557,7.163471364,NA,4,61565729.94,9684688.543,0.028571429,0.028571429,44564.02374,107704420.8
8,37015,143403.5,3.7016E+11,982.2,916.1,726.75,398.8,492.05,645.45,0.599233262,458.75,0.469975582,154.75,0.181052361,42.2,0.040881922,206.25,0.210517742,114.8,0.237598206,0.534604422,572.3330854,224.4367402,0.133979615,26.28007138,0.343410219,NA,NA,0.016108952,0.177176214,0.053201585,39.6872651,7.278513247,NA,4,90542929.4,5454406.8,0,0.05,61154.49534,147220912.7
9,37017,143429,3.7018E+11,1089.612903,1073.870968,779,450.5806452,576.6774194,493.9354839,0.457898049,556.0645161,0.52825222,154.7741935,0.191297748,57.90322581,0.058047815,217.8064516,0.207786365,86.12903226,0.161274256,0.493075135,530.2882368,144.3461204,0.142718576,29.93067002,0.417415024,NA,NA,0.025594423,0.181820486,0.163041695,39.0255203,7.724246027,NA,4,73093152.35,1064866.645,0,0.064516129,50571.62812,109751216.2
10,37019,143489.5,3.7019E+11,1409.555556,1397.633333,1101.2,602.5111111,966.3111111,257.1888889,0.148003531,435.1333333,0.297974444,105.8111111,0.093901925,58.94444444,0.036924173,413.1333333,0.317275318,32.61111111,0.040796311,0.222988987,348.2231018,-151.043062,NA,NA,NA,NA,NA,0.069348304,0.146806342,0.369278528,37.2089902,7.038490509,NA,4,24437610.74,5765756.8,0.022222222,0.111111111,26881.79144,44096242.27
11,37021,143611.5,3.7021E+11,1652.428571,1610.603896,1208.519481,695.4090909,789.5519481,270.7857143,0.16561525,542.2012987,0.355264246,109.0454545,0.092645696,83.55844156,0.051132938,313.5844156,0.188235635,182.8636364,0.259208487,0.260439748,414.2110993,-171.08096,0.252217489,27.2889952,0.350562716,NA,NA,0.170159994,0.23896088,1.471012348,43.01987386,7.345986374,NA,4,11041032.35,58070.14935,0.019480519,0.168831169,19188.70593,16829295.74
12,37023,143717.5,3.7023E+11,1546.758621,1500,1108.172414,597.7931034,708.4827586,283.5,0.161811114,630.1551724,0.40881246,211.3448276,0.199059038,73.68965517,0.046621978,296.4827586,0.204541957,157.8103448,0.228693475,0.285311787,468.8633218,-79.0003221,0.220373984,32.32983116,0.427160169,NA,NA,0.018509797,0.607367847,0.608486593,42.68885525,8.180605563,NA,4,22605980.66,357239.5862,0,0.120689655,27128.91989,34938538.05
13,37025,143793.5,3.7025E+11,2143.06383,2123.531915,1415.478723,769.1382979,830.7765957,710.8404255,0.337559748,597.0531915,0.327344501,141.5106383,0.124752422,137.6170213,0.064477692,273.9255319,0.142385141,148.5319149,0.244024833,0.332452124,657.1999501,-101.8756698,0.431151832,38.0291371,0.521915167,NA,NA,0.215837087,0.409993254,0.673638695,46.20573231,8.761143734,NA,4,9953213.702,74539.26596,0.010638298,0.127659574,15343.28005,15120860.28
14,37027,143871.5,3.7027E+11,1319.016129,1299.370968,947.6774194,525.7096774,612.0967742,163.983871,0.136234368,536.483871,0.436969155,192.1451613,0.205920057,66.72580645,0.050822817,249.4516129,0.194254395,141.2741935,0.254451922,0.286601762,354.1364431,-113.060554,0.205614815,31.33499519,0.410364358,NA,NA,0.020028869,0.798756962,1.463608277,42.81260329,8.063705312,NA,4,19712782.31,113522.629,0,0.225806452,23384.36474,30319498.49
15,37029,143905.5,3.703E+11,1741.166667,1741.166667,1209.833333,639.3333333,704.6666667,341.1666667,0.160312735,497.8333333,0.244030591,173.6666667,0.12930086,82,0.035152598,297,0.149956266,118,0.150640874,0.202171663,419.5,-197.2231925,0.154730711,23.8067874,0.30580797,NA,NA,0.016490846,0.140040033,0.092017046,40.84771656,6.815599726,NA,4,103741447,30185484.17,0,0,73406.07374,206828689.2
16,37031,143944.5,3.7032E+11,957.2222222,938.3194444,721.5972222,412.3611111,693.2083333,130.5,0.1250145,283.9583333,0.275443478,63.93055556,0.08136868,41.16666667,0.03641695,225.5138889,0.249143289,88.25,0.145798779,0.200228989,209.5188575,-129.5303307,NA,NA,NA,NA,NA,0.042450175,0.046422828,0.292400345,NA,NA,NA,4,18259669.93,29597977.11,0,0.041666667,30488.24599,71248256.5
17,37033,143989.5,3.70339E+11,1263.666667,1212.777778,926.2222222,506.1111111,598.7777778,490.7222222,0.389973614,467.7222222,0.397402112,190.2222222,0.20542034,58.77777778,0.041167082,255,0.204393945,143.3333333,0.22032932,0.393687863,495.2352123,47.64305711,0.175733684,30.89038106,0.405490476,NA,NA,0.038654448,0.090874091,0.11376247,42.59759085,8.08243525,NA,4,61205150.06,480215.6111,0,0,48318.56691,95389231.52
18,37035,144046,3.7035E+11,1649.778947,1620.684211,1138.610526,643.1473684,723.0842105,398.5789474,0.237640232,584.0210526,0.363752425,168.6736842,0.154662194,93.47368421,0.055794947,281.4631579,0.173772366,132.8421053,0.205388697,0.300696329,497.5845134,-86.7690461,0.275147186,35.7785578,0.457471674,NA,NA,0.043979867,0.716513889,1.544761474,44.06154891,8.792429936,NA,4,10942640.52,399422.3474,0,0.242105263,19163.29635,17219368.15
19,37037,144111,3.7037E+11,1994.028571,1970.657143,1458.885714,815.0571429,901.5714286,567.6857143,0.268479356,578.9428571,0.308017461,172.1714286,0.130778097,98.65714286,0.049665364,465.8857143,0.221602843,110.1428571,0.147342962,0.288248408,576.4734825,-129.8136812,0.21132811,33.67627615,0.457058104,NA,NA,0.030940689,0.39990107,0.144151368,42.77030372,8.350015709,NA,4,50446867.8,2018138.143,0,0.057142857,41599.77331,79732056.21
20,37039,144139,3.70399E+11,1317.52381,1299.666667,1011,566.4285714,862.0952381,115.0952381,0.079718214,534.5714286,0.413099382,138.6666667,0.148730406,53.76190476,0.036444196,372.2380952,0.292719876,98.76190476,0.125197743,0.246408798,329.2558494,-137.4125664,0.112721146,25.91319637,0.331035587,NA,NA,0.011506724,0.113982109,0.152789694,39.93142509,7.372454488,NA,4,56182578.76,1372616.381,0,0.095238095,50631.56321,86252274.21
21,37041,144156.5,3.70419E+11,1014.642857,991.0714286,750.3571429,427.4285714,521.5,407.8571429,0.328915036,431.2142857,0.359580709,120.1428571,0.138444946,47.42857143,0.036807045,237.2857143,0.203711708,135,0.203273468,0.344247872,424.20372,64.81607832,0.146493048,24.60909351,0.323056522,NA,NA,0.012155968,0.047797601,0.064463561,39.48394346,7.050079139,NA,4,31941423.5,11283297.29,0,0,37789.92895,66391123.26
22,37043,144167,3.7044E+11,1544.714286,1540.714286,1185.428571,723.1428571,1044.142857,97.14285714,0.054769154,673.8571429,0.430122204,136.8571429,0.123654006,57.28571429,0.040928665,453.1428571,0.284090337,128.4285714,0.125774108,0.242445679,386.4494364,-160.6901018,0.097035042,24.81826676,0.30907527,NA,NA,0.01250383,0.052764945,0.07688091,38.52372568,7.243752626,NA,4,79543501.14,2145393.571,0,0,60531.91445,122190902.7
23,37045,144209,3.7046E+11,1261.805195,1237.168831,863.0909091,478.987013,565.961039,340.1558442,0.288799947,562.4155844,0.459883672,138.3116883,0.169666406,69.98701299,0.055103407,226.2077922,0.1892872,116.2207792,0.213920414,0.37434181,454.6877758,7.754956025,0.273007028,36.1606563,0.474926818,NA,NA,0.10601782,0.397334221,0.617899445,43.77919829,8.83761431,NA,4,15614147.9,132462.9221,0.012987013,0.103896104,22651.29175,23713700.64
24,37047,144271,3.70479E+11,1197.723404,1131.87234,837.787234,474.5957447,558.5106383,487.1489362,0.396393777,544.1489362,0.475112494,154.5106383,0.172514017,59.9787234,0.047057611,229.6170213,0.205275425,116.0212766,0.219209027,0.435753136,530.8153479,106.5803704,0.149711951,30.14047174,0.418879936,NA,NA,0.038614054,0.069981617,0.316201735,37.60878099,7.551722786,NA,4,51695964.04,930300.9149,0.021276596,0.063829787,40543.60302,77242899.81
25,37049,144326.5,3.705E+11,1610.65625,1527.4375,1054,638.609375,732.984375,548.75,0.370253338,535.53125,0.379084555,124.328125,0.134666701,104.4375,0.063458789,289.734375,0.185656557,107.828125,0.198396822,0.374668946,547.6263628,-22.86989328,0.157092084,28.68125708,0.42309747,NA,NA,0.106926145,0.425298815,0.375924393,38.15875614,7.074984368,NA,4,28594956.03,2698672.063,0.015625,0.046875,28380.22141,46878667.87
26,37051,144456,3.7051E+11,1703.107692,1622.692308,1050.364103,638.0410256,747.8923077,953.6512821,0.561495061,676.5846154,0.432106129,97.44102564,0.100912627,130.3692308,0.071462133,191.2820513,0.123470787,75.18461538,0.127729507,0.496800595,828.0457354,224.8030744,NA,NA,NA,NA,NA,0.172371297,0.384888492,0.958489075,42.576372,8.496980645,NA,4,8667309.123,78378.02051,0.01025641,0.076923077,14382.8737,13079211.81
27,37053,144561,3.70532E+11,1719.733333,1707.466667,1218.533333,676.5333333,1037.133333,220.2666667,0.102720422,473.8666667,0.266934666,132,0.091369214,93.33333333,0.041771621,266.4,0.157217813,72.06666667,0.075461563,0.184827544,349.8125197,-259.318962,NA,NA,NA,NA,NA,0.016751439,0.092883594,0.046109971,NA,NA,NA,4,45227721.2,45668265.87,0,0,64336.66457,140467176.6
28,37055,144584.5,3.7056E+11,1116.90625,1110.53125,832.8125,482.53125,1078.59375,138.96875,0.088474375,323.46875,0.21529111,56.03125,0.050642835,52.40625,0.033578153,224.40625,0.159129129,87.46875,0.065855324,0.151882742,232.198638,-163.4108125,NA,NA,NA,NA,NA,0.007005027,0.164199515,0.215259717,NA,NA,NA,4,31017167.81,93766326.81,0,0.0625,54538.08167,189463000.5
29,37057,144654.5,3.70571E+11,1524.666667,1501.814815,1066.87963,606.212963,688.0648148,297.3703704,0.216773557,574.2407407,0.413418887,176.6851852,0.18121879,83.22222222,0.05200953,267.212963,0.180198022,125.6296296,0.203804236,0.315096222,442.1939267,-97.84472217,0.309751914,35.46590917,0.471102368,NA,NA,0.027097171,0.474505562,0.858832197,45.75723535,8.415621471,NA,4,13265849.85,346779.8981,0,0.111111111,20407.91119,20734270.16
30,37059,144721,3.70591E+11,1679.64,1666.84,1196.32,639.96,743.28,257.16,0.15259076,505.04,0.295704675,159.16,0.138186101,79.24,0.04207496,332.52,0.202154965,133.28,0.194917579,0.224147717,382.7131127,-212.2172652,0.262140798,33.62059323,0.446301331,NA,0.001438777,0.039966488,0.19717246,0.326045907,45.29172005,8.444351572,NA,4,27318711.92,295964.04,0,0.08,32458.76801,42204499.4
31,37061,144750.5,3.70611E+11,1737.117647,1717.117647,1174.588235,640.6176471,761.0588235,838,0.474239962,911.8823529,0.515268401,303.4411765,0.251293817,109.4411765,0.060856508,300.8529412,0.180331511,148.1764706,0.195595725,0.494754182,880.0032236,264.7141984,0.153593987,29.10694484,0.396030844,NA,NA,0.01889078,0.190924522,0.112233934,38.91912612,7.685799378,NA,4,62063540.79,417449.3824,0,0.029411765,48818.84982,93187524.87
32,37063,144844,3.7063E+11,2002.986928,1914.54902,1369,806.8235294,872.0849673,1157.013072,0.551357423,634.9934641,0.346462562,158.8888889,0.133826853,134.1895425,0.062501968,242.1960784,0.135583403,142.7320261,0.214640107,0.448909992,915.7598096,206.2995859,0.424339545,39.47396151,0.495446399,NA,NA,0.072952634,0.487670751,2.536191088,43.33127756,8.889866595,NA,4,4849070.105,193160.9346,0,0.254901961,11840.64193,7726970.507
33,37065,144944,3.7065E+11,1134.723404,1117.787234,778.2978723,454.7021277,530.7446809,722.0851064,0.650181904,569.2553191,0.520560098,158.2553191,0.204122541,66.85106383,0.058501001,208.2765957,0.197177562,141.4468085,0.285646149,0.585371001,649.2844275,247.3641209,0.210271403,29.79396353,0.390392773,NA,NA,0.015702364,0.602294967,0.44352947,41.06751136,7.849900245,NA,4,27852463.06,79027.80851,0,0.042553191,28704.80267,42671458.15
34,37067,145089,3.7067E+11,1529.106996,1486.316872,1022.518519,603.6419753,672.3539095,657.3209877,0.434803233,554.8148148,0.385706176,114.9588477,0.123580542,93.57613169,0.059994104,232.6419753,0.158756049,138.9711934,0.237433527,0.410254704,611.177177,69.56575844,0.32319878,35.65933445,0.451328572,NA,NA,0.027115581,0.454758521,2.802201904,45.62033064,8.323611129,NA,4,4346296.148,48495.03704,0,0.193415638,11063.3201,6750868.198
35,37069,145225.5,3.70691E+11,2163.4,2109.066667,1493.8,824.9666667,933.7333333,788.6,0.41599298,757.2,0.392650857,237.1333333,0.17316196,121.1666667,0.05503708,347.2333333,0.176923728,122.7333333,0.142873618,0.404321918,783.4804703,17.20175601,0.197550627,32.25460914,0.431555766,NA,NA,0.029152717,0.141926039,0.269618954,42.36211486,8.351385772,NA,4,42458568.57,239289.4,0,0.133333333,40874.07602,65509433.18
36,37071,145327,3.7071E+11,1251.936416,1234,862.4739884,471.0635838,530.5144509,337.6936416,0.292557408,468.150289,0.408361244,131.6936416,0.168061355,74.67052023,0.057841858,195.1271676,0.165367893,118.7572254,0.256564317,0.350459326,407.1872222,-36.25006508,0.375835399,39.66389933,0.518115833,NA,NA,0.333406657,1.089781877,1.696763968,44.64218096,9.068831382,NA,4,5325498.803,119233.5491,0.023121387,0.138728324,13072.56844,8191518.083
37,37073,145418.5,3.7074E+11,1156.3,1149,834.5,447.7,533.6,427.5,0.37502417,345.2,0.306456193,114.5,0.138569049,47.6,0.036366517,221.3,0.204091707,121.7,0.249542333,0.340740182,387.6701187,-21.89264234,0.150829534,26.09083924,0.340921658,NA,NA,0.022082794,0.057981329,0.071336883,39.87464588,7.206519096,NA,4,88218171.6,1329200.8,0,0,64364.25516,138657054.8
38,37075,145427.5,3.70759E+11,1069.625,1053,755.25,411,752.125,141.125,0.131598894,507.25,0.51021917,143.875,0.20654299,44.625,0.043692454,248.75,0.23191269,98.625,0.151454313,0.320909032,328.2875221,-50.57485643,0.085490476,22.7525996,0.294458906,NA,NA,0.015646146,0.056516473,0.073638165,41.10495523,7.178173918,NA,4,94523270.13,3132579.125,0,0.125,63864.26041,147122814.3
39,37077,145447.5,3.7078E+11,1839.8125,1752.84375,1293.0625,657.1875,752.15625,769.375,0.449020762,585.78125,0.357498259,203.8125,0.17857174,90.59375,0.04478424,297.46875,0.179251901,123.90625,0.222499297,0.403259511,696.1427766,44.47911893,0.227031379,34.50889116,0.454408829,NA,NA,0.30977144,0.235189875,0.820284433,42.89986936,8.461852783,NA,4,43057817.28,453239.125,0.0625,0.21875,36843.19448,67132497.39
40,37079,145470,3.708E+11,1616,1433.461538,1149.384615,558.3846154,639.6923077,857.3076923,0.508749705,696.4615385,0.443011438,297.6923077,0.257286389,82.15384615,0.049605346,245.7692308,0.148329311,117.3846154,0.176421923,0.475880571,804.7417579,232.3527396,0.157810479,28.32581674,0.373019368,NA,NA,0.018346811,0.066870622,0.094565147,40.92197345,7.861685606,NA,4,53142390.85,93645.30769,0,0,47917.44522,80468938.79
41,37081,145622.5,3.7081E+11,1793.089041,1734.383562,1194.034247,694.2842466,776.5171233,880.8184932,0.503248016,636.1678082,0.411890831,129.9041096,0.125435607,106.8356164,0.060994748,259.3835616,0.147613874,144.5171233,0.251878859,0.457569423,772.4189881,137.3048321,NA,NA,NA,NA,NA,0.014239096,0.683411452,3.479502355,45.49676997,8.297834489,NA,4,5728932.575,104180.5719,0,0.256849315,11907.42692,8948744.379
42,37083,145794,3.70839E+11,1014.45098,986.4901961,713.5490196,414.0392157,508.2156863,623.5294118,0.618961092,514.8431373,0.529112727,160.8431373,0.232268484,53.37254902,0.048723622,198.0980392,0.212415278,141.9803922,0.325546353,0.57403691,577.5869425,218.2672638,0.222804768,31.13998245,0.421763459,NA,NA,0.012602661,0.480751718,0.396172235,40.64638843,7.813897926,NA,4,36754266.25,331863.0784,0,0.039215686,32279.68082,57151700.45
43,37085,145850,3.70851E+11,2137.065574,2078.409836,1372.967213,739.1147541,839.8360656,816.9016393,0.387267907,826.8196721,0.40796647,187.4590164,0.146660131,160.7540984,0.067821996,252.6885246,0.139058627,119.2622951,0.167894141,0.397617189,834.1685323,77.2175014,0.212824879,34.21505004,0.480215911,NA,NA,0.031884113,0.262905819,0.170116635,42.33418005,8.512906484,NA,4,25264114.67,268315.6066,0,0.032786885,29421.34463,38483226.6
44,37087,145904.5,3.70879E+11,1259.020833,1242.833333,941.1458333,548.6666667,737.4583333,89.58333333,0.069749438,417.125,0.350170967,112.1458333,0.125024177,59.64583333,0.044320839,303.0833333,0.235663087,170.2916667,0.279944413,0.209960203,256.1732803,-189.7733155,0.130806346,22.33353332,0.284796279,NA,NA,0.263121311,0.5699182,0.239493789,43.09711724,7.09434411,NA,4,29869037.96,50801.625,0.041666667,0.041666667,29469.50435,45304973.92
45,37089,145964.5,3.70899E+11,1578.125,1558.75,1169.430556,670.5694444,790.8194444,264.8333333,0.171757838,485.0972222,0.330150842,118.6944444,0.109517665,76.79166667,0.047561942,395.8888889,0.253595349,111.0138889,0.146554084,0.25095434,379.219762,-179.7538887,NA,NA,NA,NA,NA,0.159313674,0.196367298,0.851795041,42.23842453,7.545073894,NA,4,13415068,76909.72222,0.013888889,0.152777778,21643.09271,20319337.53
46,37091,146010,3.7092E+11,1271.210526,1154.315789,880.5789474,468.3684211,559.5789474,846.0526316,0.676585588,552.7368421,0.494319828,183,0.211970491,58.42105263,0.04714758,238.5263158,0.194549276,124.4736842,0.249063852,0.585452708,730.2465071,279.9823083,0.155740475,27.98550147,0.366543947,NA,NA,0.01460722,0.085370025,0.243810926,39.84964548,7.400615242,NA,4,48141543.47,986179.9474,0,0.105263158,42400.03971,75903270.53
47,37093,146032,3.7094E+11,2129.56,2062.16,1364,708.88,828.36,1270.96,0.599106836,894.6,0.451999172,190.76,0.156219096,186.16,0.074422281,192.76,0.111687517,64.8,0.106805776,0.525553004,1096.949835,342.6572872,NA,NA,NA,NA,NA,0.075163949,0.690337081,0.126422152,42.44037258,8.237347728,NA,4,40416016.64,158293.84,0,0,31517.51079,60633208.68
48,37095,146047.5,3.70959E+11,898.8333333,793.5,642.6666667,294.8333333,541.5,369.1666667,0.26815016,344.1666667,0.309444475,118.1666667,0.124940049,46.66666667,0.031725413,147.8333333,0.120557095,72.33333333,0.082056314,0.288797318,385.0393162,66.6715382,NA,NA,NA,NA,NA,0.008852141,0.014589159,0.010797005,NA,NA,NA,4,264322561.8,365493493.8,0,0,151760.7356,950206956.9
49,37097,146106.5,3.70971E+11,1540.401786,1524.883929,1053.848214,582.5535714,650.3035714,365.9017857,0.247654762,452.4196429,0.32138448,116.2053571,0.123280627,85.83035714,0.055584986,234.3660714,0.156882919,96.66964286,0.176993378,0.284519621,412.0953414,-133.5167044,0.33445751,35.22766301,0.481688152,NA,NA,0.167157907,0.652739124,0.788862062,45.18092764,8.764579804,NA,4,13278118.27,537423.625,0.017857143,0.125,19971.20175,21050578.24
